   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 dbapi2.py:1(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      111    0.000    0.000    0.000    0.000 plain.py:274(from_string)
    65/35    0.000    0.000    0.000    0.000 utils.py:590(wrapper)
        6    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
       15    0.000    0.000    0.000    0.000 constructor.py:132(construct_mapping)
        2    0.000    0.000    0.050    0.025 __config__.py:1(<module>)
       13    0.000    0.000    0.000    0.000 unit.py:99(create_unit)
       87    0.000    0.000    0.000    0.000 utils.py:612(dispatch)
        1    0.000    0.000    0.000    0.000 weighted.py:1(<module>)
       68    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        5    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 molecule.py:188(Atom)
       30    0.000    0.000    0.000    0.000 util.py:468(__copy__)
        1    0.000    0.000    0.001    0.001 runtime.py:1(<module>)
      169    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    1.046    1.046 base_class.py:1(<module>)
       75    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
       75    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:527(_push_exit_callback)
        4    0.000    0.000    0.000    0.000 __init__.py:511(cast)
    50/37    0.000    0.000    0.000    0.000 base.py:1043(normalize_object)
        9    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       30    0.000    0.000    0.000    0.000 unit.py:561(get_dimension_tuple)
       16    0.000    0.000    0.000    0.000 util.py:718(__pow__)
        2    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        3    0.000    0.000    0.001    0.000 unit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
       16    0.000    0.000    0.000    0.000 functools.py:852(register)
        7    0.000    0.000    0.001    0.000 decorator.py:177(create)
        2    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.new_OBConversion}
        2    0.000    0.000    0.003    0.001 errors.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       76    0.000    0.000    0.001    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
        1    0.000    0.000    0.005    0.005 ExifTags.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pybel.py:74(<listcomp>)
        4    0.000    0.000    0.000    0.000 scanner.py:1185(scan_flow_scalar_non_spaces)
        2    0.000    0.000    0.000    0.000 zipfile.py:1443(<listcomp>)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
      141    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
      247    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
       68    0.000    0.000    0.000    0.000 registry.py:792(<dictcomp>)
        3    0.000    0.000    0.001    0.000 parser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 branchings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.167    0.167 registry.py:55(_after_init)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.362    0.362 formatting.py:1(<module>)
        1    0.000    0.000    0.001    0.001 openbabel.py:2422(OBMol)
      359    0.000    0.000    0.000    0.000 enum.py:1251(name)
        6    0.000    0.000    0.003    0.000 parser.py:41(parse)
      117    0.000    0.000    0.000    0.000 registry.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        4    0.000    0.000    0.090    0.022 __init__.py:473(load)
      147    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 typing_extensions.py:526(_get_protocol_attrs)
        2    0.000    0.000    0.001    0.001 _base.py:1(<module>)
        2    0.000    0.000    0.001    0.000 numbers.py:1(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       68    0.000    0.000    0.000    0.000 events.py:65(__init__)
      348    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.001    0.001 openbabel.py:2995(OBForceField)
        1    0.000    0.000    0.016    0.016 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:454(_create_cb_wrapper)
       25    0.000    0.000    0.000    0.000 zipfile.py:2298(_name_set)
        1    0.000    0.000    0.006    0.006 subprocess.py:1(<module>)
       12    0.000    0.000    0.001    0.000 zipfile.py:2446(read_text)
        3    0.000    0.000    0.000    0.000 matching.py:1(<module>)
        5    0.000    0.000    0.000    0.000 toolkit_registry.py:185(deregister_toolkit)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:648(path)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       75    0.000    0.000    0.000    0.000 dataclasses.py:1202(dataclass)
        1    0.000    0.000    0.052    0.052 fft.py:1(<module>)
       38    0.000    0.000    0.001    0.000 typing.py:1503(copy_with)
        1    0.000    0.000    0.001    0.001 arpack.py:1(<module>)
      114    0.000    0.000    0.000    0.000 enum.py:229(__set_name__)
        4    0.000    0.000    0.000    0.000 subprocess.py:1259(wait)
       10    0.000    0.000    0.001    0.000 typing.py:2855(_make_nmtuple)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:32(Markup)
      198    0.000    0.000    0.000    0.000 numpy_func.py:228(implements)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
       55    0.000    0.000    0.000    0.000 util.py:685(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:351(_sanity_check)
        1    0.000    0.000    0.000    0.000 parser.py:46(Parser)
       65    0.000    0.000    0.000    0.000 registry.py:676(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:234(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:2081(getLogger)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       24    0.000    0.000    0.000    0.000 message.py:591(get_content_type)
       49    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
       66    0.000    0.000    0.000    0.000 <frozen zipimport>:357(_get_module_path)
       24    0.000    0.000    0.000    0.000 enum.py:358(__init__)
    65/41    0.000    0.000    0.000    0.000 utils.py:587(register)
       48    0.000    0.000    0.000    0.000 lapack.py:861(backtickrepl)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       78    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    1.348    1.348 module_version.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 environment.py:1130(Template)
        2    0.000    0.000    0.001    0.000 _backend.py:1(<module>)
        4    0.000    0.000    0.004    0.001 version.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:2946(__new__)
        3    0.000    0.000    0.000    0.000 connectivity.py:1(<module>)
       42    0.000    0.000    0.000    0.000 functools.py:966(__init__)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.005    0.005 multiprocessing.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
       19    0.000    0.000    0.000    0.000 config.py:577(pop)
       53    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
       18    0.000    0.000    0.000    0.000 typing.py:1529(__mro_entries__)
        3    0.000    0.000    0.000    0.000 enum.py:1376(_missing_)
        1    0.000    0.000    0.001    0.001 mst.py:1(<module>)
       65    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
       22    0.000    0.000    0.000    0.000 typing.py:1613(copy_with)
        1    0.000    0.000    0.025    0.025 registry.py:193(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.030    0.030 config.py:1(<module>)
       24    0.000    0.000    0.000    0.000 utilities.py:50(requires_package)
        1    0.000    0.000    0.362    0.362 babel_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _psposix.py:1(<module>)
       69    0.000    0.000    0.000    0.000 definitions.py:185(is_multiplicative)
      190    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.001    0.000 shutil.py:1447(_access_check)
        4    0.000    0.000    0.010    0.002 _adapters.py:1(<module>)
      104    0.000    0.000    0.000    0.000 parser.py:114(get_event)
       96    0.000    0.000    0.000    0.000 basedimension.py:105(__ne__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       16    0.000    0.000    0.013    0.001 __init__.py:813(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 openeye_wrapper.py:74(OpenEyeToolkitWrapper)
      122    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.002    0.001 __init__.py:447(metadata)
       57    0.000    0.000    0.000    0.000 config.py:59(canonical_name)
        1    0.000    0.000    0.001    0.001 constructor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 toolkit_registry.py:111(registered_toolkits)
       99    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        2    0.000    0.000    0.001    0.000 clique.py:1(<module>)
        1    0.000    0.000    0.032    0.032 sizeof.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       36    0.000    0.000    0.000    0.000 core.py:210(check_if_handled_given_other)
        1    0.000    0.000    0.000    0.000 quantity.py:132(PlainQuantity)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        2    0.000    0.000    0.004    0.002 defaults.py:1(<module>)
        5    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        2    0.000    0.000    0.002    0.001 group.py:1(<module>)
       24    0.000    0.000    0.000    0.000 util.py:647(__copy__)
       37    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       27    0.000    0.000    0.000    0.000 decorators.py:107(open_file)
        1    0.000    0.000    0.001    0.001 edge_augmentation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:234(collect_env)
        6    0.000    0.000    0.004    0.001 __init__.py:31(message_from_string)
       15    0.000    0.000    0.000    0.000 registry.py:496(_add_derived_dimension)
       30    0.000    0.000    0.007    0.000 base_defparser.py:54(to_number)
        6    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
      282    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.145    0.072 flexparser.py:1034(parse_file)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        3    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1686(_get_handles)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
